location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",8.331916769345602,"µg/m³","2025-07-01T04:00:00Z","2025-07-01T09:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",8.976958394050598,"µg/m³","2025-07-01T05:00:00Z","2025-07-01T10:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",14.727454445578836,"µg/m³","2025-07-01T06:00:00Z","2025-07-01T11:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",16.20620846748352,"µg/m³","2025-07-01T07:00:00Z","2025-07-01T12:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",21.372833093007404,"µg/m³","2025-07-01T08:00:00Z","2025-07-01T13:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",22.440666516621906,"µg/m³","2025-07-01T09:00:00Z","2025-07-01T14:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",11.304875055948893,"µg/m³","2025-07-01T10:00:00Z","2025-07-01T15:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",6.932055552800496,"µg/m³","2025-07-01T11:00:00Z","2025-07-01T16:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",6.296749989191691,"µg/m³","2025-07-01T12:00:00Z","2025-07-01T17:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",6.214208285013835,"µg/m³","2025-07-01T13:00:00Z","2025-07-01T18:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.854958375295003,"µg/m³","2025-07-01T14:00:00Z","2025-07-01T19:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",9.023000121116638,"µg/m³","2025-07-01T15:00:00Z","2025-07-01T20:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",10.124208331108093,"µg/m³","2025-07-01T16:00:00Z","2025-07-01T21:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
